InvoiceDate,StockCode,Quantity,UnitPrice,Week,Weekday,Day,TotalPrice,Ost,Action,Category,Price,Discount
2022-03-02,43766,4.00,144.40,10,2,2,36.10,5.00,,22137,36.10,
2022-03-02,103386,4.00,243.60,10,2,2,60.90,11.00,,22285,60.90,
2022-03-02,43765,4.00,158.80,10,2,2,39.70,3.00,,22137,31.90,
2022-03-03,22204,8.00,133.60,10,3,3,16.70,14.00,,22137,16.70,
2022-03-03,103386,7.00,426.30,10,3,3,60.90,4.00,,22285,60.90,
2022-03-03,43764,2.00,76.57,10,3,3,38.29,9.00,,22137,38.30,
2022-03-03,43765,,,10,3,3,,9.00,,22137,31.90,
2022-03-03,43766,3.00,108.30,10,3,3,36.10,2.00,,22137,36.10,
2022-03-04,43765,3.00,119.10,10,4,4,39.70,12.00,,22137,31.90,
2022-03-04,43766,3.00,108.30,10,4,4,36.10,5.00,,22137,36.10,
2022-03-04,103386,4.00,243.60,10,4,4,60.90,10.00,,22285,60.90,
2022-03-04,43764,,,10,4,4,,9.00,,22137,38.30,
2022-03-04,22204,3.00,50.10,10,4,4,16.70,26.00,,22137,16.70,
2022-03-05,22204,6.00,96.51,10,5,5,16.09,30.00,,22137,16.70,
2022-03-05,43764,,,10,5,5,,9.00,,22137,38.30,
2022-03-05,43765,1.00,39.70,10,5,5,39.70,17.00,,22137,31.90,
2022-03-05,43766,1.00,36.10,10,5,5,36.10,4.00,,22137,36.10,
2022-03-05,103386,3.00,182.70,10,5,5,60.90,7.00,,22285,60.90,
2022-03-06,22204,3.00,50.10,10,6,6,16.70,27.00,,22137,16.70,
2022-03-06,103386,5.00,304.50,10,6,6,60.90,2.00,,22285,60.90,
2022-03-06,43765,3.00,119.10,10,6,6,39.70,14.00,,22137,31.90,
2022-03-06,43764,2.00,75.75,10,6,6,37.88,7.00,,22137,38.30,
2022-03-06,43766,2.00,72.20,10,6,6,36.10,2.00,,22137,36.10,
2022-03-07,43764,,,11,,7,,7.00,,22137,38.30,
2022-03-07,43766,1.00,36.10,11,,7,36.10,7.00,,22137,36.10,
2022-03-07,43765,4.00,158.80,11,,7,39.70,16.00,,22137,31.90,
2022-03-07,22204,7.00,114.91,11,,7,16.42,20.00,,22137,16.70,
2022-03-07,103386,12.00,727.23,11,,7,60.60,10.00,,22285,60.90,
2022-03-08,43765,8.00,317.60,11,1,8,39.70,8.00,,22137,31.90,
2022-03-08,22204,4.00,66.80,11,1,8,16.70,16.00,,22137,16.70,
2022-03-08,43766,2.00,72.20,11,1,8,36.10,5.00,,22137,36.10,
2022-03-08,103386,7.00,426.30,11,1,8,60.90,3.00,,22285,60.90,
2022-03-08,43764,,,11,1,8,,7.00,,22137,38.30,
2022-03-09,43765,2.00,79.40,11,2,9,39.70,6.00,,22137,31.90,
2022-03-09,43766,,,11,2,9,,5.00,,22137,36.10,
2022-03-09,103386,13.00,791.70,11,2,9,60.90,10.00,,22285,60.90,
2022-03-09,22204,7.00,108.02,11,2,9,15.43,9.00,,22137,16.70,
2022-03-09,43764,2.00,76.60,11,2,9,38.30,5.00,,22137,38.30,
2022-03-10,22204,3.00,50.10,11,3,10,16.70,6.00,,22137,16.70,
2022-03-10,103386,7.00,426.30,11,3,10,60.90,3.00,,22285,60.90,
2022-03-10,43765,4.00,158.80,11,3,10,39.70,8.00,,22137,31.90,
2022-03-10,43766,2.00,72.20,11,3,10,36.10,6.00,,22137,36.10,
2022-03-10,43764,4.00,153.20,11,3,10,38.30,1.00,,22137,38.30,
2022-03-11,43765,3.00,119.10,11,4,11,39.70,5.00,,22137,31.90,
2022-03-11,43766,5.00,180.50,11,4,11,36.10,1.00,,22137,36.10,
2022-03-11,103386,6.00,365.40,11,4,11,60.90,17.00,,22285,60.90,
2022-03-11,22204,4.00,65.58,11,4,11,16.40,12.00,,22137,16.70,
2022-03-11,43764,1.00,38.30,11,4,11,38.30,6.00,,22137,38.30,
2022-03-12,22204,7.00,114.55,11,5,12,16.36,10.00,,22137,16.70,
2022-03-12,43766,1.00,36.10,11,5,12,36.10,,,22137,36.10,
