Дата,ПодрКод,НомКод,Кіл_сть,СумаПродажу,ЦінаПродажу
24.08.2023 0:00,34,25 606,0,0,0
17.05.2023 0:00,34,2 593,3,"149,7","49,9"
01.05.2023 0:00,34,32 282,1,"23,5","23,5"
25.05.2023 0:00,34,32 347,0,0,0
18.10.2023 0:00,34,25 922,0,0,0
17.05.2023 0:00,34,25 930,12,"700,17","58,3475"
25.07.2023 0:00,34,98 466,2,"37,2","18,6"
23.04.2023 0:00,34,67 948,2,106,53
20.04.2023 0:00,34,31 320,1,"24,99","24,99"
26.09.2023 0:00,34,25 915,0,0,0
26.06.2023 0:00,34,17 353,0,0,0
25.09.2023 0:00,34,61 255,6,"347,4","57,9"
06.05.2023 0:00,34,25 642,5,207,"41,4"
21.04.2023 0:00,34,2 265,0,0,0
11.07.2023 0:00,34,25 915,0,0,0
18.06.2023 0:00,34,25 589,1,"59,5","59,5"
01.08.2023 0:00,34,52 991,1,"32,7","32,7"
28.09.2023 0:00,34,25 915,0,0,0
15.08.2023 0:00,34,61 255,4,"231,6","57,9"
13.06.2023 0:00,34,61 244,0,0,0
20.05.2023 0:00,34,25 899,0,0,0
19.05.2023 0:00,34,25 592,0,0,0
12.04.2023 0:00,34,25 741,8,"394,4","49,3"
16.06.2023 0:00,34,25 897,1,"39,99","39,99"
14.04.2023 0:00,34,25 883,0,0,0
16.09.2023 0:00,34,66 473,1,"39,3","39,3"
07.07.2023 0:00,34,47 368,0,0,0
19.10.2023 0:00,34,61 117,0,0,0
20.10.2023 0:00,34,97 135,0,0,0
26.09.2023 0:00,34,61 162,0,0,0
03.07.2023 0:00,34,25 602,0,0,0
04.09.2023 0:00,34,97 134,0,0,0
30.08.2023 0:00,34,52 959,0,0,0
14.07.2023 0:00,34,25 906,0,0,0
23.10.2023 0:00,34,3 378,0,0,0
04.04.2023 0:00,34,61 279,0,0,0
16.09.2023 0:00,34,98 318,0,0,0
27.10.2023 0:00,34,98 318,1,36,36
26.05.2023 0:00,34,68 132,2,"49,2","24,6"
06.10.2023 0:00,34,69 088,0,0,0
24.10.2023 0:00,34,33 224,0,0,0
17.08.2023 0:00,34,67 245,4,268,67
19.04.2023 0:00,34,69 087,0,0,0
07.08.2023 0:00,34,31 368,0,0,0
07.07.2023 0:00,34,67 245,2,130,65
13.10.2023 0:00,34,29 099,0,0,0
13.09.2023 0:00,34,32 347,0,0,0
09.04.2023 0:00,34,31 368,0,0,0
14.06.2023 0:00,34,25 879,0,0,0
03.08.2023 0:00,34,34 690,0,0,0
26.09.2023 0:00,34,44 423,0,0,0
01.10.2023 0:00,34,37 376,0,0,0
27.06.2023 0:00,34,31 368,0,0,0
27.10.2023 0:00,34,33 222,6,"318,45","53,075"
26.10.2023 0:00,34,47 368,0,0,0
10.04.2023 0:00,34,25 759,0,0,0
14.04.2023 0:00,34,25 880,0,0,0
02.08.2023 0:00,34,31 369,0,0,0
04.07.2023 0:00,34,25 901,0,0,0
25.05.2023 0:00,34,25 926,0,0,0
02.10.2023 0:00,34,25 931,0,0,0
27.04.2023 0:00,34,52 641,0,0,0
05.08.2023 0:00,34,31 743,0,0,0
13.04.2023 0:00,34,61 279,0,0,0
18.06.2023 0:00,34,52 425,0,0,0
21.04.2023 0:00,34,25 880,0,0,0
27.05.2023 0:00,34,44 422,4,"124,4","31,1"
29.10.2023 0:00,34,67 948,0,0,0
28.07.2023 0:00,34,66 473,1,"37,5","37,5"
20.09.2023 0:00,34,25 602,0,0,0
01.05.2023 0:00,34,600,0,0,0
03.06.2023 0:00,34,3 357,5,105,21
24.09.2023 0:00,34,25 914,0,0,0
18.07.2023 0:00,34,67 233,0,0,0
12.04.2023 0:00,34,32 615,0,0,0
25.04.2023 0:00,34,25 762,0,0,0
14.07.2023 0:00,34,61 255,3,"173,7","57,9"
31.05.2023 0:00,34,31 370,0,0,0
11.04.2023 0:00,34,31 215,0,0,0
02.10.2023 0:00,34,2 173,0,0,0
28.09.2023 0:00,34,53 605,2,"72,6","36,3"
10.06.2023 0:00,34,3 357,2,42,21
25.05.2023 0:00,34,27 289,0,0,0
27.04.2023 0:00,34,25 882,2,"54,4","27,2"
25.05.2023 0:00,34,67 948,1,53,53
20.10.2023 0:00,34,2 501,0,0,0
22.10.2023 0:00,34,25 877,0,0,0
12.08.2023 0:00,34,52 615,1,"34,5","34,5"
12.07.2023 0:00,34,61 243,0,0,0
02.10.2023 0:00,34,61 243,0,0,0
22.07.2023 0:00,34,25 589,0,0,0
11.09.2023 0:00,34,25 602,1,"34,99","34,99"
28.06.2023 0:00,34,48 860,1,"25,5","25,5"
21.04.2023 0:00,34,34 689,0,0,0
20.06.2023 0:00,34,25 592,0,0,0
28.07.2023 0:00,34,25 591,0,0,0
05.07.2023 0:00,34,97 785,0,0,0
09.07.2023 0:00,34,25 933,0,0,0
25.09.2023 0:00,34,98 318,0,0,0
30.08.2023 0:00,34,64 116,0,0,0
07.06.2023 0:00,34,25 687,1,"30,2","30,2"
25.05.2023 0:00,34,68 131,0,0,0
04.09.2023 0:00,34,33 224,0,0,0
11.10.2023 0:00,34,25 931,1,"31,4","31,4"
04.08.2023 0:00,34,25 877,3,"89,1","29,7"
31.05.2023 0:00,34,31 743,0,0,0
24.08.2023 0:00,34,33 221,0,0,0
24.05.2023 0:00,34,47 372,1,"69,7","69,7"
11.05.2023 0:00,34,69 088,0,0,0
23.05.2023 0:00,34,31 321,0,0,0
16.08.2023 0:00,34,98 529,0,0,0
16.05.2023 0:00,34,61 250,3,"76,2","25,4"
20.08.2023 0:00,34,61 615,0,0,0
26.07.2023 0:00,34,31 369,0,0,0
12.07.2023 0:00,34,25 880,1,"28,6","28,6"
05.07.2023 0:00,34,101 209,2,130,65
03.04.2023 0:00,34,25 602,1,"43,5","43,5"
28.04.2023 0:00,34,25 764,0,0,0
06.09.2023 0:00,34,29 813,0,0,0
11.05.2023 0:00,34,67 233,0,0,0
08.04.2023 0:00,34,68 146,4,"299,96","74,99"
08.09.2023 0:00,34,52 959,1,"32,7","32,7"
01.06.2023 0:00,34,31 745,2,"82,4","41,2"
06.09.2023 0:00,34,25 923,2,"69,4","34,7"
11.05.2023 0:00,34,69 089,0,0,0
12.07.2023 0:00,34,25 931,10,314,"31,4"
17.09.2023 0:00,34,61 162,0,0,0
20.04.2023 0:00,34,25 901,2,"58,6","29,3"
08.05.2023 0:00,34,25 589,1,"59,5","59,5"
18.06.2023 0:00,34,95 548,0,0,0
27.07.2023 0:00,34,25 607,1,"32,7","32,7"
10.06.2023 0:00,34,25 951,0,0,0
04.10.2023 0:00,34,61 255,0,0,0
03.04.2023 0:00,34,32 615,1,"85,9","85,9"
14.06.2023 0:00,34,70 117,5,"119,5","23,9"
02.07.2023 0:00,34,31 215,0,0,0
16.07.2023 0:00,34,25 914,0,0,0
18.10.2023 0:00,34,61 618,5,"114,95","22,99"
13.04.2023 0:00,34,31 371,0,0,0
15.07.2023 0:00,34,34 674,0,0,0
15.08.2023 0:00,34,25 926,0,0,0
27.04.2023 0:00,34,67 233,0,0,0
30.10.2023 0:00,34,107 752,2,59,"29,5"
24.05.2023 0:00,34,2 593,2,"99,8","49,9"
22.09.2023 0:00,34,61 157,1,"81,9","81,9"
08.05.2023 0:00,34,52 992,0,0,0
07.04.2023 0:00,34,32 356,5,206,"41,2"
07.07.2023 0:00,34,25 914,1,"35,3","35,3"
11.06.2023 0:00,34,25 928,0,0,0
27.08.2023 0:00,34,48 861,0,0,0
26.09.2023 0:00,34,25 617,0,0,0
17.07.2023 0:00,34,25 764,1,65,65
08.08.2023 0:00,34,29 594,2,"54,4","27,2"
11.08.2023 0:00,34,2 266,0,0,0
30.04.2023 0:00,34,61 166,0,0,0
13.09.2023 0:00,34,48 868,1,"35,99","35,99"
25.10.2023 0:00,34,25 910,4,188,47
24.06.2023 0:00,34,101 209,2,130,65
16.04.2023 0:00,34,48 868,1,"50,8","50,8"
10.04.2023 0:00,34,25 851,0,0,0
23.06.2023 0:00,34,31 215,0,0,0
11.07.2023 0:00,34,31 301,0,0,0
01.09.2023 0:00,34,25 928,0,0,0
28.06.2023 0:00,34,97 785,0,0,0
10.06.2023 0:00,34,61 256,1,"47,9","47,9"
20.10.2023 0:00,34,25 911,0,0,0
26.05.2023 0:00,34,25 854,0,0,0
20.09.2023 0:00,34,59 931,0,0,0
20.09.2023 0:00,34,32 356,8,"319,92","39,99"
25.05.2023 0:00,34,25 606,1,"29,5","29,5"
01.04.2023 0:00,34,25 936,0,0,0
29.07.2023 0:00,34,69 089,0,0,0
30.05.2023 0:00,34,52 990,4,"130,8","32,7"
22.05.2023 0:00,34,31 743,0,0,0
25.04.2023 0:00,34,25 914,0,0,0
16.06.2023 0:00,34,52 960,0,0,0
18.07.2023 0:00,34,25 933,0,0,0
04.06.2023 0:00,34,47 372,0,0,0
08.06.2023 0:00,34,25 902,1,"47,4","47,4"
12.05.2023 0:00,34,25 911,0,0,0
17.05.2023 0:00,34,27 893,0,0,0
26.10.2023 0:00,34,61 179,0,0,0
07.09.2023 0:00,34,61 258,0,0,0
24.07.2023 0:00,34,31 369,0,0,0
17.06.2023 0:00,34,61 250,2,"52,4","26,2"
19.07.2023 0:00,34,47 369,0,0,0
18.05.2023 0:00,34,48 845,2,"51,6","25,8"
14.07.2023 0:00,34,48 845,0,0,0
15.08.2023 0:00,34,2 171,0,0,0
12.08.2023 0:00,34,61 117,0,0,0
08.05.2023 0:00,34,48 861,0,0,0
06.08.2023 0:00,34,31 299,0,0,0
07.06.2023 0:00,34,25 642,1,"42,7","42,7"
16.08.2023 0:00,34,3 378,0,0,0
29.04.2023 0:00,34,31 320,2,"49,98","24,99"
10.08.2023 0:00,34,31 745,0,0,0
16.07.2023 0:00,34,47 368,1,"25,5","25,5"
09.08.2023 0:00,34,25 922,0,0,0
25.09.2023 0:00,34,25 936,1,"34,9","34,9"
11.08.2023 0:00,34,66 473,0,0,0
09.05.2023 0:00,34,25 951,0,0,0
14.09.2023 0:00,34,97 135,0,0,0
20.07.2023 0:00,34,67 524,0,0,0
28.10.2023 0:00,34,25 915,0,0,0
13.05.2023 0:00,34,32 354,65,"1 007,35","15,4976923076923"
16.10.2023 0:00,34,25 617,0,0,0
22.06.2023 0:00,34,37 383,0,0,0
18.04.2023 0:00,34,25 914,0,0,0
02.06.2023 0:00,34,59 565,0,0,0
06.04.2023 0:00,34,97 795,0,0,0
26.08.2023 0:00,34,47 368,0,0,0
13.05.2023 0:00,34,25 913,0,0,0
10.06.2023 0:00,34,97 755,1,"36,2","36,2"
30.08.2023 0:00,34,33 224,2,"53,98","26,99"
28.04.2023 0:00,34,101 209,5,"301,5","60,3"
10.08.2023 0:00,34,52 615,4,138,"34,5"
17.09.2023 0:00,34,61 277,0,0,0
05.09.2023 0:00,34,25 767,11,506,46
26.07.2023 0:00,34,61 243,0,0,0
12.06.2023 0:00,34,33 224,1,"29,9","29,9"
28.10.2023 0:00,34,25 605,0,0,0
06.04.2023 0:00,34,31 369,0,0,0
15.05.2023 0:00,34,107 752,0,0,0
04.05.2023 0:00,34,31 215,2,"54,4","27,2"
21.06.2023 0:00,34,44 425,1,"31,1","31,1"
07.10.2023 0:00,34,25 922,1,80,80
27.07.2023 0:00,34,25 923,0,0,0
09.04.2023 0:00,34,25 642,8,"331,2","41,4"
16.06.2023 0:00,34,2 296,1,"23,7","23,7"
22.09.2023 0:00,34,25 619,0,0,0
30.04.2023 0:00,34,25 591,0,0,0
02.09.2023 0:00,34,48 868,0,0,0
19.10.2023 0:00,34,52 959,0,0,0
15.04.2023 0:00,34,25 928,7,"146,93","20,99"
30.07.2023 0:00,34,31 321,0,0,0
10.10.2023 0:00,34,25 923,4,"138,8","34,7"
12.09.2023 0:00,34,25 928,7,"183,4","26,2"
30.07.2023 0:00,34,61 126,1,"62,1","62,1"
19.07.2023 0:00,34,52 990,3,"98,1","32,7"
20.09.2023 0:00,34,25 878,18,"377,82","20,99"
16.04.2023 0:00,34,25 896,0,0,0
21.08.2023 0:00,34,25 883,0,0,0
04.10.2023 0:00,34,29 099,1,21,21
01.06.2023 0:00,34,25 925,0,0,0
29.04.2023 0:00,34,44 424,0,0,0
07.08.2023 0:00,34,98 529,0,0,0
09.04.2023 0:00,34,69 089,0,0,0
24.07.2023 0:00,34,68 146,1,"85,9","85,9"
16.07.2023 0:00,34,29 594,5,136,"27,2"
03.08.2023 0:00,34,25 883,0,0,0
05.07.2023 0:00,34,107 160,0,0,0
10.06.2023 0:00,34,25 851,1,"24,9","24,9"
23.05.2023 0:00,34,3 357,2,"41,41","20,705"
29.05.2023 0:00,34,25 899,0,0,0
19.07.2023 0:00,34,25 911,0,0,0
22.08.2023 0:00,34,25 602,4,"188,8","47,2"
25.08.2023 0:00,34,48 862,0,0,0
03.09.2023 0:00,34,59 565,2,"123,6","61,8"
06.07.2023 0:00,34,48 861,0,0,0
19.05.2023 0:00,34,25 617,0,0,0
27.06.2023 0:00,34,68 132,6,"147,6","24,6"
25.07.2023 0:00,34,50 588,0,0,0
22.09.2023 0:00,34,37 270,7,"159,5","22,7857142857142"
20.04.2023 0:00,34,31 215,0,0,0
28.05.2023 0:00,34,25 936,0,0,0
26.10.2023 0:00,34,25 914,0,0,0
17.04.2023 0:00,34,97 135,0,0,0
24.04.2023 0:00,34,97 795,0,0,0
04.08.2023 0:00,34,25 764,0,0,0
24.06.2023 0:00,34,33 222,3,"145,5","48,5"
13.10.2023 0:00,34,61 161,0,0,0
24.07.2023 0:00,34,34 674,0,0,0
08.06.2023 0:00,34,25 591,0,0,0
24.09.2023 0:00,34,107 753,0,0,0
08.05.2023 0:00,34,25 801,0,0,0
08.07.2023 0:00,34,53 487,2,"110,2","55,1"
28.04.2023 0:00,34,29 594,3,"81,6","27,2"
15.09.2023 0:00,34,25 607,2,"65,4","32,7"
16.06.2023 0:00,34,98 529,0,0,0
23.07.2023 0:00,34,61 166,0,0,0
29.10.2023 0:00,34,27 289,0,0,0
20.09.2023 0:00,34,31 745,0,0,0
05.04.2023 0:00,34,32 347,0,0,0
28.10.2023 0:00,34,25 933,0,0,0
06.08.2023 0:00,34,97 135,0,0,0
25.09.2023 0:00,34,25 877,0,0,0
22.07.2023 0:00,34,47 372,0,0,0
26.05.2023 0:00,34,48 861,0,0,0
16.04.2023 0:00,34,25 620,0,0,0
09.07.2023 0:00,34,69 088,0,0,0
19.04.2023 0:00,34,61 250,1,"23,9","23,9"
03.07.2023 0:00,34,66 473,0,0,0
04.06.2023 0:00,34,27 893,0,0,0
17.07.2023 0:00,34,26 083,0,0,0
13.07.2023 0:00,34,25 589,2,119,"59,5"
05.07.2023 0:00,34,61 250,1,"26,2","26,2"
25.05.2023 0:00,34,67 521,0,0,0
26.04.2023 0:00,34,61 116,0,0,0
29.10.2023 0:00,34,25 926,0,0,0
10.10.2023 0:00,34,53 486,3,"134,7","44,9"
17.10.2023 0:00,34,61 278,0,0,0
06.08.2023 0:00,34,47 369,0,0,0
20.04.2023 0:00,34,32 348,1,"17,49","17,49"
27.08.2023 0:00,34,25 801,3,"72,3","24,1"
19.09.2023 0:00,34,59 934,0,0,0
05.07.2023 0:00,34,68 131,0,0,0
18.08.2023 0:00,34,44 424,0,0,0
18.04.2023 0:00,34,25 607,0,0,0
05.04.2023 0:00,34,2 501,0,0,0
11.04.2023 0:00,34,31 370,0,0,0
30.09.2023 0:00,34,25 928,1,"26,2","26,2"
09.09.2023 0:00,34,67 948,3,"119,97","39,99"
17.06.2023 0:00,34,25 931,6,"188,4","31,4"
10.07.2023 0:00,34,25 902,2,"92,4","46,2"
31.08.2023 0:00,34,25 911,0,0,0
27.04.2023 0:00,34,53 486,2,"87,4","43,7"
05.07.2023 0:00,34,47 369,0,0,0
05.07.2023 0:00,34,2 501,0,0,0
25.05.2023 0:00,34,17 353,0,0,0
12.08.2023 0:00,34,25 882,0,0,0
23.06.2023 0:00,34,25 878,4,"91,2","22,8"
23.07.2023 0:00,34,33 221,0,0,0
14.07.2023 0:00,34,25 926,0,0,0
24.08.2023 0:00,34,61 255,2,"115,8","57,9"
10.10.2023 0:00,34,67 945,0,0,0
09.10.2023 0:00,34,25 922,0,0,0
20.06.2023 0:00,34,25 617,0,0,0
31.08.2023 0:00,34,2 501,0,0,0
16.06.2023 0:00,34,25 882,1,"27,2","27,2"
18.08.2023 0:00,34,53 487,4,"175,6","43,9"
18.09.2023 0:00,34,3 357,5,105,21
03.06.2023 0:00,34,25 880,0,0,0
12.04.2023 0:00,34,25 591,0,0,0
12.04.2023 0:00,34,2 861,0,0,0
31.10.2023 0:00,34,25 590,0,0,0
27.07.2023 0:00,34,29 813,0,0,0
03.08.2023 0:00,34,25 879,9,"217,1","24,1222222222222"
16.09.2023 0:00,34,25 924,6,"305,4","50,9"
03.05.2023 0:00,34,2 266,1,"53,9","53,9"
09.06.2023 0:00,34,69 089,0,0,0
27.09.2023 0:00,34,61 126,0,0,0
06.10.2023 0:00,34,25 741,8,"346,4","43,3"
06.09.2023 0:00,34,67 233,1,"64,8","64,8"
27.04.2023 0:00,34,44 423,0,0,0
25.04.2023 0:00,34,25 913,0,0,0
16.08.2023 0:00,34,25 915,0,0,0
21.04.2023 0:00,34,61 256,0,0,0
15.10.2023 0:00,34,25 687,0,0,0
15.06.2023 0:00,34,26 083,5,"150,96","30,192"
30.09.2023 0:00,34,2 266,1,"64,8","64,8"
08.04.2023 0:00,34,53 487,2,"82,12","41,06"
25.10.2023 0:00,34,25 902,0,0,0
05.06.2023 0:00,34,25 879,1,"27,2","27,2"
05.09.2023 0:00,34,25 725,0,0,0
05.10.2023 0:00,34,98 529,0,0,0
16.07.2023 0:00,34,48 860,0,0,0
22.10.2023 0:00,34,69 087,0,0,0
13.06.2023 0:00,34,61 243,0,0,0
19.04.2023 0:00,34,31 299,2,"55,98","27,99"
15.07.2023 0:00,34,25 854,0,0,0
31.08.2023 0:00,34,25 931,1,"31,4","31,4"
07.04.2023 0:00,34,67 245,2,130,65
16.05.2023 0:00,34,25 879,0,0,0
02.08.2023 0:00,34,25 912,0,0,0
11.07.2023 0:00,34,53 486,1,"51,9","51,9"
27.05.2023 0:00,34,25 914,0,0,0
27.08.2023 0:00,34,53 605,1,"43,3","43,3"
03.07.2023 0:00,34,26 083,0,0,0
24.10.2023 0:00,34,25 899,0,0,0
10.10.2023 0:00,34,61 117,0,0,0
23.07.2023 0:00,34,52 615,1,"34,5","34,5"
14.07.2023 0:00,34,61 161,0,0,0
14.09.2023 0:00,34,31 299,3,"83,97","27,99"
27.10.2023 0:00,34,62 788,0,0,0
15.10.2023 0:00,34,59 931,0,0,0
10.07.2023 0:00,34,32 615,0,0,0
29.08.2023 0:00,34,66 473,0,0,0
10.04.2023 0:00,34,2 860,0,0,0
10.10.2023 0:00,34,29 813,0,0,0
10.10.2023 0:00,34,62 806,0,0,0
12.04.2023 0:00,34,25 635,0,0,0
20.06.2023 0:00,34,61 277,0,0,0
25.06.2023 0:00,34,25 923,1,"34,7","34,7"
14.06.2023 0:00,34,52 855,0,0,0
21.04.2023 0:00,34,25 951,0,0,0
23.04.2023 0:00,34,52 615,0,0,0
21.09.2023 0:00,34,37 383,3,"167,7","55,9"
17.04.2023 0:00,34,31 299,0,0,0
23.07.2023 0:00,34,25 602,1,"42,5","42,5"
19.09.2023 0:00,34,47 372,0,0,0
22.09.2023 0:00,34,50 588,0,0,0
06.07.2023 0:00,34,98 529,0,0,0
01.10.2023 0:00,34,25 687,1,"30,2","30,2"
09.06.2023 0:00,34,31 368,0,0,0
16.05.2023 0:00,34,97 785,0,0,0
10.09.2023 0:00,34,25 589,3,"178,5","59,5"
14.07.2023 0:00,34,52 991,1,"32,7","32,7"
07.09.2023 0:00,34,61 618,0,0,0
31.08.2023 0:00,34,61 243,2,"59,2","29,6"
16.07.2023 0:00,34,67 520,0,0,0
16.07.2023 0:00,34,34 690,0,0,0
19.04.2023 0:00,34,31 372,0,0,0
11.04.2023 0:00,34,32 354,3,"80,97","26,99"
18.06.2023 0:00,34,25 607,0,0,0
14.10.2023 0:00,34,25 928,0,0,0
05.04.2023 0:00,34,67 811,0,0,0
10.04.2023 0:00,34,31 321,0,0,0
25.05.2023 0:00,34,61 166,0,0,0
20.09.2023 0:00,34,25 925,1,"35,8","35,8"
13.09.2023 0:00,34,48 845,0,0,0
07.08.2023 0:00,34,52 959,0,0,0
25.09.2023 0:00,34,31 321,0,0,0
17.05.2023 0:00,34,25 928,6,"152,4","25,4"
01.04.2023 0:00,34,98 318,1,"34,9","34,9"
16.08.2023 0:00,34,25 897,0,0,0
05.04.2023 0:00,34,68 131,0,0,0
28.07.2023 0:00,34,68 146,1,"85,9","85,9"
01.08.2023 0:00,34,48 868,0,0,0
03.04.2023 0:00,34,25 906,0,0,0
02.06.2023 0:00,34,32 351,0,0,0
11.04.2023 0:00,34,2 296,1,"23,7","23,7"
14.07.2023 0:00,34,61 258,0,0,0
20.04.2023 0:00,34,67 524,0,0,0
25.04.2023 0:00,34,25 920,0,0,0
28.10.2023 0:00,34,29 813,0,0,0
08.05.2023 0:00,34,52 641,0,0,0
13.07.2023 0:00,34,52 960,0,0,0
08.09.2023 0:00,34,61 157,0,0,0
11.07.2023 0:00,34,31 300,8,"247,92","30,99"
03.06.2023 0:00,34,97 755,1,"36,2","36,2"
25.04.2023 0:00,34,31 215,0,0,0
14.05.2023 0:00,34,61 255,1,66,66
03.05.2023 0:00,34,27 893,0,0,0
01.05.2023 0:00,34,25 854,0,0,0
11.05.2023 0:00,34,52 615,1,"34,5","34,5"
25.05.2023 0:00,34,61 126,0,0,0
18.08.2023 0:00,34,25 589,0,0,0
24.04.2023 0:00,34,25 922,0,0,0
22.05.2023 0:00,34,95 548,1,"51,7","51,7"
04.08.2023 0:00,34,62 788,3,"94,2","31,4"
08.10.2023 0:00,34,32 347,0,0,0
06.04.2023 0:00,34,25 801,0,0,0
06.06.2023 0:00,34,66 473,1,"37,49","37,49"
17.10.2023 0:00,34,44 422,0,0,0
30.04.2023 0:00,34,25 590,0,0,0
29.06.2023 0:00,34,59 565,3,"185,4","61,8"
19.07.2023 0:00,34,2 501,0,0,0
19.04.2023 0:00,34,2 862,0,0,0
01.08.2023 0:00,34,61 255,4,"231,03","57,7575"
02.04.2023 0:00,34,44 423,0,0,0
01.06.2023 0:00,34,67 811,1,"21,3","21,3"
05.08.2023 0:00,34,31 301,0,0,0
16.09.2023 0:00,34,33 221,2,55,"27,5"
30.04.2023 0:00,34,107 160,1,50,50
28.08.2023 0:00,34,67 245,2,134,67
25.07.2023 0:00,34,59 931,0,0,0
18.04.2023 0:00,34,52 425,0,0,0
17.10.2023 0:00,34,61 157,1,"81,9","81,9"
20.08.2023 0:00,34,97 135,1,"37,6","37,6"
21.06.2023 0:00,34,31 745,0,0,0
15.10.2023 0:00,34,67 948,3,"163,8","54,6"
10.07.2023 0:00,34,97 135,0,0,0
20.05.2023 0:00,34,2 296,1,"23,7","23,7"
24.08.2023 0:00,34,25 602,0,0,0
21.08.2023 0:00,34,50 588,0,0,0
28.04.2023 0:00,34,61 250,1,"25,4","25,4"
13.05.2023 0:00,34,31 370,0,0,0
29.07.2023 0:00,34,25 882,0,0,0
21.07.2023 0:00,34,61 258,0,0,0
23.04.2023 0:00,34,67 521,0,0,0
14.04.2023 0:00,34,25 684,0,0,0
15.06.2023 0:00,34,25 924,2,112,56
08.06.2023 0:00,34,107 160,0,0,0
19.06.2023 0:00,34,48 845,3,"77,4","25,8"
05.05.2023 0:00,34,2 266,0,0,0
16.10.2023 0:00,34,53 605,0,0,0
10.04.2023 0:00,34,61 243,0,0,0
08.10.2023 0:00,34,59 931,0,0,0
09.09.2023 0:00,34,47 369,0,0,0
05.04.2023 0:00,34,31 745,0,0,0
11.06.2023 0:00,34,3 378,0,0,0
07.05.2023 0:00,34,25 926,0,0,0
25.05.2023 0:00,34,69 088,0,0,0
10.08.2023 0:00,34,69 088,1,"48,9","48,9"
14.05.2023 0:00,34,47 369,0,0,0
21.05.2023 0:00,34,25 931,2,61,"30,5"
13.06.2023 0:00,34,37 383,2,"126,6","63,3"
04.10.2023 0:00,34,25 925,0,0,0
15.04.2023 0:00,34,44 424,0,0,0
15.10.2023 0:00,34,25 606,0,0,0
29.09.2023 0:00,34,48 860,0,0,0
31.08.2023 0:00,34,31 321,2,"60,9","30,45"
24.09.2023 0:00,34,25 619,0,0,0
14.10.2023 0:00,34,47 372,0,0,0
16.06.2023 0:00,34,107 752,1,"29,9","29,9"
04.09.2023 0:00,34,61 157,0,0,0
13.07.2023 0:00,34,31 215,2,"54,4","27,2"
12.07.2023 0:00,34,29 099,4,84,21
17.04.2023 0:00,34,25 931,3,"85,8","28,6"
11.05.2023 0:00,34,47 368,0,0,0
11.09.2023 0:00,34,61 166,0,0,0
09.06.2023 0:00,34,107 752,0,0,0
24.07.2023 0:00,34,25 617,0,0,0
13.09.2023 0:00,34,67 945,2,"129,98","64,99"
29.04.2023 0:00,34,32 351,0,0,0
28.08.2023 0:00,34,25 923,1,"34,7","34,7"
02.07.2023 0:00,34,61 278,0,0,0
20.04.2023 0:00,34,25 607,3,"98,1","32,7"
15.10.2023 0:00,34,27 289,0,0,0
05.08.2023 0:00,34,25 933,0,0,0
24.05.2023 0:00,34,25 607,1,"32,7","32,7"
28.06.2023 0:00,34,3 357,4,84,21
17.10.2023 0:00,34,37 270,7,"183,4","26,2"
09.05.2023 0:00,34,61 255,0,0,0
04.06.2023 0:00,34,25 928,8,"209,6","26,2"
16.07.2023 0:00,34,97 755,0,0,0
31.05.2023 0:00,34,25 607,3,"98,1","32,7"
17.05.2023 0:00,34,47 372,0,0,0
04.04.2023 0:00,34,25 882,2,"25,2","12,6"
03.09.2023 0:00,34,25 617,0,0,0
17.06.2023 0:00,34,52 990,0,0,0
21.10.2023 0:00,34,25 801,0,0,0
26.05.2023 0:00,34,31 369,0,0,0
27.08.2023 0:00,34,97 795,1,36,36
22.06.2023 0:00,34,48 861,0,0,0
08.10.2023 0:00,34,25 878,0,0,0
05.06.2023 0:00,34,25 913,0,0,0
11.08.2023 0:00,34,25 936,0,0,0
28.06.2023 0:00,34,97 134,0,0,0
04.09.2023 0:00,34,37 270,1,"22,39","22,39"
02.05.2023 0:00,34,67 245,0,0,0
12.09.2023 0:00,34,44 424,1,49,49
18.06.2023 0:00,34,47 372,0,0,0
18.05.2023 0:00,34,67 948,1,53,53
18.04.2023 0:00,34,25 762,0,0,0
02.09.2023 0:00,34,47 369,0,0,0
22.08.2023 0:00,34,25 591,0,0,0
27.06.2023 0:00,34,25 760,0,0,0
30.08.2023 0:00,34,44 423,2,"62,2","31,1"
11.08.2023 0:00,34,61 618,2,50,25
16.07.2023 0:00,34,25 925,4,"143,2","35,8"
30.04.2023 0:00,34,44 425,1,"29,49","29,49"
16.06.2023 0:00,34,34 688,1,"60,8","60,8"
19.04.2023 0:00,34,25 931,0,0,0
21.04.2023 0:00,34,97 134,0,0,0
25.07.2023 0:00,34,25 883,0,0,0
03.07.2023 0:00,34,25 902,0,0,0
16.07.2023 0:00,34,25 883,0,0,0
29.07.2023 0:00,34,52 855,0,0,0
27.07.2023 0:00,34,25 914,0,0,0
18.05.2023 0:00,34,68 131,0,0,0
11.07.2023 0:00,34,25 897,2,"99,6","49,8"
28.07.2023 0:00,34,98 318,2,72,36
21.06.2023 0:00,34,61 166,0,0,0
08.05.2023 0:00,34,97 795,1,"27,85","27,85"
16.05.2023 0:00,34,52 990,0,0,0
27.05.2023 0:00,34,67 945,0,0,0
28.10.2023 0:00,34,25 642,2,"73,98","36,99"
26.05.2023 0:00,34,25 592,0,0,0
02.06.2023 0:00,34,31 300,18,"458,42","25,4677777777777"
03.08.2023 0:00,34,47 368,0,0,0
11.09.2023 0:00,34,33 221,0,0,0
