InvoiceDate,StockCode,Quantity,UnitPrice,Week,Weekday,Day,TotalPrice,Ost,Action,Category,Price,Discount
2023-02-13,161,,,8,,13,,7.00,,21768,32.20,
2023-02-13,33453,1.00,30.99,8,,13,30.99,8.00,1,23131,30.99,
2023-02-13,102270,3.00,84.60,8,,13,28.20,13.00,,21768,28.20,
2023-02-13,21999,,,8,,13,,6.00,,21768,32.20,
2023-02-13,44213,3.00,111.00,8,,13,37.00,10.00,,103329,37.00,
2023-02-13,106122,8.00,267.26,8,,13,33.41,8.00,1,103329,33.49,
2023-02-13,22437,12.00,385.20,8,,13,32.10,8.00,,103329,32.10,
2023-02-13,23243,1.00,39.70,8,,13,39.70,8.00,,23131,39.70,
2023-02-13,102267,1.00,31.70,8,,13,31.70,4.00,,21768,31.70,
2023-02-14,161,2.00,64.40,8,1,14,32.20,5.00,,21768,32.20,
2023-02-14,22437,5.00,160.50,8,1,14,32.10,18.00,,103329,32.10,
2023-02-14,23243,1.00,39.70,8,1,14,39.70,7.00,,23131,39.70,
2023-02-14,102267,,,8,1,14,,4.00,,21768,31.70,
2023-02-14,106122,4.00,133.96,8,1,14,33.49,22.00,1,103329,33.49,
2023-02-14,33453,,,8,1,14,,8.00,1,23131,30.99,
2023-02-14,102270,1.00,28.20,8,1,14,28.20,12.00,,21768,28.20,
2023-02-14,21999,2.00,64.40,8,1,14,32.20,8.00,,21768,32.20,
2023-02-14,44213,9.00,331.02,8,1,14,36.78,6.00,,103329,37.00,
2023-02-15,22437,7.00,224.70,8,2,15,32.10,21.00,,103329,32.10,
2023-02-15,44213,4.00,148.00,8,2,15,37.00,2.00,,103329,37.00,
2023-02-15,102267,1.00,31.70,8,2,15,31.70,3.00,1,21768,28.99,4.31
2023-02-15,21999,,,8,2,15,,8.00,,21768,32.20,
2023-02-15,33453,,,8,2,15,,8.00,1,23131,30.99,
2023-02-15,102270,2.00,57.60,8,2,15,28.80,10.00,,21768,28.80,
2023-02-15,23243,1.00,39.70,8,2,15,39.70,6.00,,23131,39.70,
2023-02-15,161,1.00,32.20,8,2,15,32.20,4.00,,21768,32.20,
2023-02-15,106122,6.00,188.00,8,2,15,31.33,28.00,1,103329,33.49,
2023-02-16,21999,2.00,62.72,8,3,16,31.36,6.00,,21768,32.20,
2023-02-16,33453,1.00,30.99,8,3,16,30.99,7.00,1,23131,30.99,
2023-02-16,102270,2.00,46.37,8,3,16,23.19,8.00,,21768,28.80,
2023-02-16,106122,8.00,298.40,8,3,16,37.30,20.00,,103329,37.30,
2023-02-16,161,1.00,32.20,8,3,16,32.20,3.00,,21768,32.20,
2023-02-16,22437,8.00,256.80,8,3,16,32.10,23.00,,103329,32.10,
2023-02-16,44213,4.00,147.81,8,3,16,36.95,3.00,,103329,37.00,
2023-02-16,23243,1.00,39.70,8,3,16,39.70,5.00,,23131,39.70,
2023-02-16,102267,1.00,25.64,8,3,16,25.64,2.00,1,21768,28.99,
2023-02-17,161,1.00,28.99,8,4,17,28.99,10.00,1,21768,28.99,3.21
2023-02-17,22437,22.00,704.25,8,4,17,32.01,11.00,,103329,32.10,
2023-02-17,33453,3.00,92.97,8,4,17,30.99,4.00,1,23131,30.99,
2023-02-17,102270,2.00,57.60,8,4,17,28.80,6.00,,21768,28.80,
2023-02-17,23243,,,8,4,17,,5.00,,23131,39.70,
2023-02-17,44213,4.00,148.00,8,4,17,37.00,4.00,,103329,37.00,
2023-02-17,102267,,,8,4,17,,14.00,1,21768,28.99,
2023-02-17,21999,,,8,4,17,,10.00,1,21768,28.99,3.21
2023-02-17,106122,4.00,146.92,8,4,17,36.73,16.00,,103329,37.30,
2023-02-18,33453,,,8,5,18,,4.00,1,23131,30.99,
2023-02-18,102270,,,8,5,18,,6.00,,21768,28.80,
2023-02-18,106122,1.00,37.30,8,5,18,37.30,15.00,,103329,37.30,
2023-02-18,161,,,8,5,18,,10.00,1,21768,28.99,
2023-02-18,23243,1.00,39.70,8,5,18,39.70,10.00,,23131,39.70,
2023-02-18,102267,3.00,86.97,8,5,18,28.99,11.00,1,21768,28.99,
2023-02-18,22437,6.00,192.14,8,5,18,32.02,20.00,,103329,32.10,
2023-02-18,21999,4.00,113.36,8,5,18,28.34,6.00,1,21768,28.99,
2023-02-18,44213,5.00,185.00,8,5,18,37.00,9.00,,103329,37.00,
2023-02-19,161,2.00,53.00,8,6,19,26.50,8.00,1,21768,28.99,
2023-02-19,44213,4.00,148.00,8,6,19,37.00,5.00,,103329,37.00,
2023-02-19,102267,1.00,28.99,8,6,19,28.99,10.00,1,21768,28.99,
2023-02-19,21999,3.00,86.97,8,6,19,28.99,3.00,1,21768,28.99,
2023-02-19,33453,1.00,30.99,8,6,19,30.99,3.00,1,23131,30.99,
2023-02-19,102270,,,8,6,19,,6.00,,21768,28.80,
2023-02-19,106122,1.00,37.30,8,6,19,37.30,14.00,,103329,37.30,
2023-02-19,22437,13.00,417.30,8,6,19,32.10,7.00,,103329,32.10,
2023-02-19,23243,1.00,39.70,8,6,19,39.70,9.00,,23131,39.70,
2023-02-20,21999,1.00,32.20,9,,20,32.20,2.00,,21768,32.20,
2023-02-20,22437,17.00,545.70,9,,20,32.10,,,103329,32.10,
2023-02-20,33453,3.00,92.97,9,,20,30.99,,1,23131,30.99,
2023-02-20,102270,,,9,,20,,6.00,,21768,28.80,
2023-02-20,106122,2.00,74.35,9,,20,37.18,12.00,,103329,37.30,
2023-02-20,161,3.00,86.97,9,,20,28.99,5.00,1,21768,28.99,
2023-02-20,23243,5.00,198.50,9,,20,39.70,4.00,,23131,39.70,
2023-02-20,102267,,,9,,20,,10.00,1,21768,28.99,
2023-02-20,44213,5.00,185.00,9,,20,37.00,5.00,,103329,37.00,
2023-02-21,161,3.00,86.97,9,1,21,28.99,2.00,1,21768,28.99,
2023-02-21,102267,2.00,57.98,9,1,21,28.99,8.00,1,21768,28.99,
2023-02-21,21999,8.00,238.34,9,1,21,29.79,10.00,1,21768,28.99,3.21
2023-02-21,44213,5.00,185.00,9,1,21,37.00,5.00,,103329,37.00,
2023-02-21,22437,9.00,280.17,9,1,21,31.13,6.00,,103329,32.10,
2023-02-21,33453,1.00,30.99,9,1,21,30.99,9.00,1,23131,30.99,
2023-02-21,102270,,,9,1,21,,6.00,,21768,28.80,
2023-02-21,106122,3.00,111.90,9,1,21,37.30,9.00,,103329,37.30,
2023-02-21,23243,1.00,39.70,9,1,21,39.70,3.00,,23131,39.70,
2023-02-22,21999,2.00,57.98,9,2,22,28.99,8.00,1,21768,28.99,
2023-02-22,23243,,,9,2,22,,9.00,,23131,39.70,
2023-02-22,102267,,,9,2,22,,8.00,1,21768,28.99,
2023-02-22,161,,,9,2,22,,2.00,,21768,32.20,
2023-02-22,22437,13.00,415.88,9,2,22,31.99,8.00,,103329,32.10,
2023-02-22,44213,6.00,222.00,9,2,22,37.00,-1.00,,103329,37.00,
2023-02-22,33453,3.00,92.97,9,2,22,30.99,6.00,1,23131,30.99,
2023-02-22,102270,,,9,2,22,,6.00,,21768,28.80,
2023-02-22,106122,2.00,74.60,9,2,22,37.30,7.00,,103329,37.30,
2023-02-23,21999,3.00,96.60,9,3,23,32.20,5.00,,21768,32.20,
2023-02-23,22437,19.00,609.90,9,3,23,32.10,4.00,,103329,32.10,
2023-02-23,23243,1.00,39.70,9,3,23,39.70,8.00,,23131,39.70,
2023-02-23,33453,,,9,3,23,,6.00,1,23131,30.99,
2023-02-23,102270,,,9,3,23,,6.00,,21768,28.80,
2023-02-23,161,,,9,3,23,,2.00,,21768,32.20,
2023-02-23,106122,1.00,37.30,9,3,23,37.30,6.00,,103329,37.30,
2023-02-23,102267,,,9,3,23,,8.00,1,21768,28.99,
2023-02-23,44213,6.00,221.09,9,3,23,36.85,3.00,,103329,37.00,
2023-02-24,102267,,,9,4,24,,8.00,1,21768,28.99,
2023-02-24,21999,3.00,86.97,9,4,24,28.99,18.00,1,21768,28.99,3.21
2023-02-24,44213,3.00,111.00,9,4,24,37.00,5.00,,103329,37.00,
2023-02-24,161,,,9,4,24,,10.00,1,21768,28.99,3.21
2023-02-24,22437,6.00,192.60,9,4,24,32.10,8.00,,103329,32.10,
2023-02-24,33453,1.00,30.99,9,4,24,30.99,5.00,1,23131,30.99,
2023-02-24,102270,,,9,4,24,,6.00,,21768,28.80,
2023-02-24,106122,6.00,223.80,9,4,24,37.30,3.00,,103329,37.30,
2023-02-24,23243,1.00,39.70,9,4,24,39.70,7.00,,23131,39.70,
2023-02-25,23243,2.00,79.40,9,5,25,39.70,5.00,,23131,39.70,
2023-02-25,106122,3.00,111.90,9,5,25,37.30,,,103329,37.30,
2023-02-25,21999,4.00,115.96,9,5,25,28.99,14.00,1,21768,28.99,
2023-02-25,22437,15.00,479.59,9,5,25,31.97,8.00,,103329,32.10,
2023-02-25,33453,1.00,29.55,9,5,25,29.55,4.00,1,23131,30.99,
2023-02-25,102270,,,9,5,25,,6.00,,21768,28.80,
2023-02-25,44213,7.00,258.20,9,5,25,36.89,8.00,,103329,37.00,
2023-02-25,161,2.00,57.98,9,5,25,28.99,8.00,1,21768,28.99,
2023-02-25,102267,1.00,28.99,9,5,25,28.99,7.00,1,21768,28.99,
2023-02-26,161,1.00,28.99,9,6,26,28.99,7.00,1,21768,28.99,
2023-02-26,33453,,,9,6,26,,4.00,1,23131,30.99,
2023-02-26,21999,3.00,86.49,9,6,26,28.83,11.00,1,21768,28.99,
2023-02-26,23243,,,9,6,26,,5.00,,23131,39.70,
2023-02-26,102267,2.00,57.98,9,6,26,28.99,5.00,1,21768,28.99,
2023-02-26,102270,,,9,6,26,,6.00,,21768,28.80,
2023-02-26,44213,1.00,37.00,9,6,26,37.00,7.00,,103329,37.00,
2023-02-26,22437,8.00,256.80,9,6,26,32.10,,,103329,32.10,
2023-02-27,22437,8.00,251.50,10,,27,31.44,7.00,,103329,32.10,
2023-02-27,23243,3.00,119.10,10,,27,39.70,2.00,,23131,39.70,
2023-02-27,44213,11.00,405.55,10,,27,36.87,3.00,,103329,37.00,
2023-02-27,21999,5.00,144.95,10,,27,28.99,5.00,1,21768,28.99,
2023-02-27,33453,,,10,,27,,4.00,1,23131,30.99,
2023-02-27,106122,1.00,37.30,10,,27,37.30,5.00,,103329,37.30,
2023-02-27,161,1.00,28.99,10,,27,28.99,4.00,1,21768,28.99,
2023-02-27,102267,,,10,,27,,5.00,1,21768,28.99,
2023-02-28,21999,1.00,28.99,10,1,28,28.99,8.00,1,21768,28.99,
2023-02-28,161,2.00,57.98,10,1,28,28.99,2.00,1,21768,28.99,
2023-02-28,23243,1.00,29.70,10,1,28,29.70,1.00,,23131,39.70,
2023-02-28,44213,1.00,37.00,10,1,28,37.00,2.00,,103329,37.00,
2023-02-28,102267,,,10,1,28,,5.00,1,21768,28.99,
2023-02-28,22437,10.00,321.00,10,1,28,32.10,12.00,,103329,32.10,
2023-02-28,33453,2.00,61.98,10,1,28,30.99,2.00,1,23131,30.99,
2023-02-28,106122,,,10,1,28,,8.00,,103329,37.30,
